obs_id,length_obs_s,sex,sig_s,sig_nb,chasing_s,feeding_s,frozen_s,Q1_s,Q2_s,Q3_s,Q4_s,Q5_s,Q6_s,dash_nb
C19V2005,58.060,female,NA,NA,NA,0,0,25.001,13.899,3.996,0,14.723,0,0
C19V2006,58.060,female,NA,NA,NA,0,0,13.001,0,5.237,1.249,38.027,0,0
C19V2007,58.060,female,NA,NA,NA,0,0,20.708,11.497,5.254,3.250,6.150,10.745,0
C19V2008,44.890,female,NA,NA,NA,0,0,9.106,0,11.642,0,23.747,0,0
C20V1000,66.160,female,NA,NA,NA,0,0,43.521,6.989,10.749,0.495,2.493,1.502,0
C20V1001,57.830,female,NA,NA,NA,5.499,0,26.311,0,10.748,0,20.499,0,0
C20V1002,57.830,female,NA,NA,NA,0,0,5.119,40.669,1.498,1.500,7.499,1.249,0
C20V1003,66.090,female,NA,NA,NA,0,0,10.498,33.821,6.244,6.994,0.499,7.747,0
C20V1004,57.830,female,NA,NA,NA,1.251,0,7.746,13.646,4.245,19.488,6.725,5.490,0
C20V2005,57.830,female,NA,NA,NA,4.750,0,2.001,4.459,6.247,9.652,17.746,17.497,1
C20V2006,57.830,female,NA,NA,NA,2.503,0,1.153,7.244,2.490,16.241,5.752,24.466,0
C20V2007,66.090,female,NA,NA,NA,25.516,0,3.496,0,7.496,2.749,24.132,27.899,0
C20V2008,57.830,female,NA,NA,NA,30.997,0,0,0,0,0,55.902,1.470,0
C20V2009,57.830,female,NA,NA,NA,14.413,0,0,0,0,0,33.441,23.902,0
C21V1005,66.670,female,NA,NA,NA,3.251,0,10.897,0,23.202,0,32.244,0,0
C21V1006,58.330,female,NA,NA,NA,1.499,0,11.420,0,25.481,0,20.149,0,0
C21V1007,58.330,female,NA,NA,NA,0,0,14.899,0,19.982,0,23.172,0,0
C21V1008,58.330,female,NA,NA,NA,0,0,10.999,0,21.745,0,25.299,0,0
C21V1009,58.330,female,NA,NA,NA,0,0,7.997,0,14.490,0,32.822,2.747,0
C21V2000,66.730,female,NA,NA,NA,0,2.249,0,0,0,0,43.650,22.836,0
C21V2001,58.330,female,NA,NA,NA,0,14.715,0,0,0,0,38.870,18.999,0
C21V2002,58.330,female,NA,NA,NA,0,0,0,0,0,0,36.576,21.497,0
C21V2003,58.330,female,NA,NA,NA,0,13.245,0,0,0,0,28.150,29.709,4
C21V2004,58.330,female,NA,NA,NA,0,16.744,0,0,0,0,0,58.079,0
C22V1005,66.670,female,NA,NA,NA,0,0,1.720,0,0,28.639,0,35.987,1
C22V1006,58.330,female,NA,NA,NA,0,0,1.154,3.248,3.996,14.482,1.250,33.711,1
C22V1007,58.330,female,NA,NA,NA,0,0,0,0.498,0.862,18.234,0,38.144,0
C22V1008,58.330,female,NA,NA,NA,0,0,0,6.497,0,9.653,0,41.921,0
C22V1009,58.330,female,NA,NA,NA,0,0,0,1.499,0,12.202,0,44.393,0
C22V2000,66.730,female,NA,NA,NA,0,0,0,3.256,0,23.219,0,39.869,1
C22V2001,58.330,female,NA,NA,NA,2.497,0,0,4.999,0,15.701,0,37.142,0
C22V2002,58.330,female,NA,NA,NA,0,0,0,0,0,17.891,0,40.162,0
C22V2003,58.330,female,NA,NA,NA,0,0,2.172,0,6.745,8.901,2.001,38.233,0
C22V2004,58.330,female,NA,NA,NA,13.248,0,11.898,0,10.001,0,35.974,0,0
C23V1005,66.870,female,NA,NA,NA,0,0,45.618,14.895,3.999,1.002,0.999,0,0
C23V1006,58.510,female,NA,NA,NA,0,0,36.367,0,9.991,0,11.747,0,0
C23V1007,58.510,female,NA,NA,NA,25.111,0,10.402,4.998,8.743,0.748,2.748,30.359,0
C23V1008,58.510,female,NA,NA,NA,21.248,0,3.998,5.248,2.374,2.996,4.248,39.151,0
C23V1009,58.510,female,NA,NA,NA,0,0,0,0,0,0,0,0,0
C23V2000,66.930,female,NA,NA,NA,17.613,37.750,0,0,0,0,66.518,0,0
C23V2001,58.510,female,NA,NA,NA,55.002,0,0,0,0,0,56.272,0,0
C23V2002,58.510,female,NA,NA,NA,26.614,0,0,0,0,0,58.022,0,0
C23V2003,58.510,female,NA,NA,NA,21.750,0,0,0,0,0,58.025,0,0
C23V2004,58.510,female,NA,NA,NA,18.751,0,0,0,0,0,28.903,29.108,0
C24V1005,66.670,female,NA,NA,NA,0,0,0,0,0,0,5.499,60.874,0
C24V1006,58.330,female,NA,NA,NA,2.247,8.996,9.247,0,5.497,0,15.175,28.153,0
C24V1007,58.330,female,NA,NA,NA,0,0,0,0,0,0,1.154,56.717,0
C24V1008,58.330,female,NA,NA,NA,0,10.172,0,0,0,0,14.497,43.577,0
C24V1009,58.330,female,NA,NA,NA,4.250,32.751,0,0,0,0,0,57.872,0
C24V2000,66.730,female,NA,NA,NA,0,0,7.750,18.652,0,9.255,0,30.657,0
C24V2001,58.330,female,NA,NA,NA,0,0,0,0,0,3.748,0,54.336,0
C24V2002,58.330,female,NA,NA,NA,1.000,2.001,10.552,2.248,2.347,0,30.498,12.404,0
C24V2003,58.330,female,NA,NA,NA,0,0,4.001,13.211,4.149,5.256,13.999,17.239,0
C24V2004,58.330,female,NA,NA,NA,0,0,5.000,5.401,4.497,3.174,23.756,16.244,0
C25V1005,57.830,female,NA,NA,NA,1.919,0,0.001,16.152,0.747,0,37.920,2.749,0
C25V1006,57.830,female,NA,NA,NA,7.991,0,17.972,0,5.498,0,19.401,14.499,0
C25V1007,66.090,female,NA,NA,NA,0,0,31.903,16.997,14.971,1.499,0.252,0,0
C25V1008,57.830,female,NA,NA,NA,0,0,9.333,0,19.307,0,21.999,6.749,0
C25V1009,56.900,female,NA,NA,NA,0,0,21.003,3.996,23.141,0.749,3.615,4.003,0
C25V2000,66.160,female,NA,NA,NA,0,25.250,0,0,0,0,56.998,8.120,0
C25V2001,57.830,female,NA,NA,NA,15.751,0,0,0,0,0,48.173,9.006,0
C25V2002,57.830,female,NA,NA,NA,1.499,0,0,0,0,0,29.905,27.471,0
C25V2003,66.090,female,NA,NA,NA,14.252,0,0,0,0,0,50.974,14.653,0
C25V2004,57.830,female,NA,NA,NA,15.223,0,0,0,0,0,32.653,24.719,0
C26V1005,66.670,female,NA,NA,NA,50.001,0,1.999,2.360,2.902,1.749,22.249,34.998,0
C26V1006,58.330,female,NA,NA,NA,21.628,0,4.497,1.746,3.153,4.993,17.946,25.748,0
C26V1007,58.330,female,NA,NA,NA,29.468,0,3.498,1.498,5.649,1.499,20.951,24.747,0
C26V1008,58.330,female,NA,NA,NA,12.998,0,1.250,1.938,3.745,9.235,13.147,28.749,0
C26V1009,58.330,female,NA,NA,NA,0,0,4.000,3.246,3.991,6.493,10.240,30.075,0
C26V2000,66.730,female,NA,NA,NA,30.118,0,0,2.999,6.242,0.497,41.748,14.770,0
C26V2001,58.330,female,NA,NA,NA,57.417,0,0,0,0,0,0,58.072,0
C26V2002,58.330,female,NA,NA,NA,50.933,0,0,0,0,0.999,6.751,50.329,0
C26V2003,58.330,female,NA,NA,NA,52.678,0,0,0,0,0,10.748,47.331,0
C26V2004,58.330,female,NA,NA,NA,19.997,0,0,3.997,0,5.253,0,48.821,0
C27V1005,61.130,female,NA,NA,NA,0,0,1.499,3.748,24.745,15.610,6.902,8.248,0
C27V1006,61.130,female,NA,NA,NA,19.118,0,0,0,0,10.248,0,50.521,0
C27V1007,61.130,female,NA,NA,NA,18.251,0,0,0,0,0,56.410,4.154,0
C27V1008,50.950,female,NA,NA,NA,3.003,0,0,0,0,0,46.518,4.000,0
C27V1009,61.130,female,NA,NA,NA,5.247,0,0,0,0,0,51.021,9.747,0
C28V1005,58.780,female,NA,NA,NA,0,0,1.746,5.151,10.324,9.995,17.302,13.749,0
C28V1006,67.180,female,NA,NA,NA,0,0,18.861,0,22.120,0,25.752,0,0
C28V1007,58.780,female,NA,NA,NA,0,0,35.148,0,15.410,0,7.751,0,0
C28V1008,58.780,female,NA,NA,NA,0,0,30.366,0,15.968,0,11.893,0,0
C28V1009,58.780,female,NA,NA,NA,0,0,30.509,0,12.492,0,15.492,0,0
C28V2000,67.250,female,NA,NA,NA,0,0.750,2.247,2.498,10.991,4.999,20.400,25.609,0
C28V2001,58.780,female,NA,NA,NA,1.002,0,6.996,1.501,12.746,4.223,31.236,1.654,0
C28V2002,58.780,female,NA,NA,NA,0.996,0,7.747,0,17.478,4.250,15.150,13.650,0
C28V2003,58.780,female,NA,NA,NA,0,0,19.614,0,19.235,0,19.395,0,0
C28V2004,58.780,female,NA,NA,NA,0,0,6.000,0,5.647,2.496,31.245,12.969,1
C29V1005,57.830,female,NA,NA,NA,0,0,35.926,20.402,0.499,0,0,0,0
C29V1006,57.830,female,NA,NA,NA,0,0,5.404,8.828,1.499,9.068,9.745,22.994,0
C29V1007,66.090,female,NA,NA,NA,2.751,0,6.491,0,7.147,1.997,40.211,9.751,0
C29V1008,57.830,female,NA,NA,NA,0,0,11.492,19.748,0.499,9.168,6.154,10.498,0
C29V1009,57.830,female,NA,NA,NA,0,0,20.734,5.422,13.253,0.996,11.487,5.653,0
C29V2000,66.160,female,NA,NA,NA,0.748,0,2.747,0,19.500,8.148,19.239,16.115,0
C29V2001,57.830,female,NA,NA,NA,0,0,0.999,0,5.459,1.998,18.243,30.649,0
C29V2002,57.830,female,NA,NA,NA,1.749,0,0,0,8.259,0,37.488,11.498,0
C29V2003,66.090,female,NA,NA,NA,0,0,14.744,6.000,12.677,0,26.400,5.998,0
C29V2004,54.590,female,NA,NA,NA,0,0,19.248,0,12.162,0,22.643,0,0
C30V1005,57.830,female,NA,NA,NA,3.998,0,8.999,14.926,7.239,0.250,21.650,4.498,0
C30V1006,57.830,female,NA,NA,NA,2.000,0,18.571,9.745,8.245,0.998,17.492,2.498,0
C30V1007,66.090,female,NA,NA,NA,0,0,22.393,16.004,17.163,0,10.236,0,0
C30V1008,57.830,female,NA,NA,NA,0.494,0,7.239,5.351,13.993,0.635,27.900,1.499,0
C30V1009,57.830,female,NA,NA,NA,0,0,2.748,39.973,0,4.247,1.497,8.901,0
C30V2000,66.160,female,NA,NA,NA,6.750,0,8.248,27.148,0,7.998,0,22.364,0
C30V2001,57.830,female,NA,NA,NA,12.499,0,0,1.961,5.497,12.746,7.993,28.903,0
C30V2002,57.830,female,NA,NA,NA,0,0,0,0,0,12.532,0,44.740,0
C30V2003,66.090,female,NA,NA,NA,0,0,0,1.001,0,29.252,0,35.550,0
C30V2004,57.830,female,NA,NA,NA,0,0,6.497,11.999,8.367,10.507,0,20.148,0
